journal,title,abstract,keywords,year,volume,number,doi,issn,title_length,title_character_length,abstract_length,abstract_character_length,keywords_number,title_word_limit,abstract_word_limit,keywords_limit,structured_abstract,upper,lower,longer,shorter,to_screen
MOLECULAR PHYLOGENETICS AND EVOLUTION,Alternative nitrogenase of Paenibacillus sonchi genomovar Riograndensis: An insight in the origin of Fe-nitrogenase in the Paenibacillaceae family,"Paenibacillus sonchi genomovar Riograndensis is a nitrogen-fixing bacteria isolated from wheat that displays diverse plant growth-promoting abilities. Beyond conventional Mo-nitrogenase, this organism also harbors an alternative Fe-nitrogenase, whose many aspects related to regulation, physiology, and evolution remain to be elucidated. In this work, the origins of this alternative system were investigated, exploring the distribution and diversification of nitrogenases in the Panibacillaceae family. Our analysis showed that diazotrophs represent 17\% of Paenibacillaceae genomes, of these, only 14.4\% (2.5\% of all Paenibacillaceae genomes) also contained Fe or V-nitrogenases. Diverse nif-like sequences were also described, occurring mainly in genomes that also harbor the alternative systems. The analysis of genomes containing Fe-nitrogenase showed a conserved cluster of nifEN anfHDGK across three genera: Gorillibacterium, Fontibacillus, and Paenibacillus. A phylogeny of anfHDGK sepa-rated the Fe-nitrogenases into three main groups. Our analysis suggested that Fe-nitrogenase was acquired by the ancestral lineage of Fontibacillus, Gorillibacterium, and Paenibacillus genera via horizontal gene transfer (HGT), and further events of transfer and gene loss marked the evolution of this alternative nitrogenase in these groups. The species phylogeny of N-fixing Paenibacillaceae separated the diazotrophs into five clades, one of these containing all occurrences of strains harboring alternative nitrogenases in the Paenibacillus genus. The pan-genome of this clade is open and composed of more than 96\% of accessory genes. Diverse functional categories were enriched in the flexible genome, including functions related to replication and repair. The latter involved diverse genes related to HGT, suggesting that such events may have an important role in the evolution of diazotrophic Paenibacillus. This study provided an insight into the organization, distribution, and evolution of alternative nitrogenase genes in Paenibacillaceae, considering different genomic aspects.",Nitrogen fixation; Pangenome; Anf genes; Paenibacillus; Phylogeny,2022,177,NA,10.1016/j.ympev.2022.107624,1055-7903,18,146,276,2087,5,NA,200,6,No,225,175,yes,no,yes
MOLECULAR PHYLOGENETICS AND EVOLUTION,"Comprehensive taxon sampling and vetted fossils help clarify the time tree of shorebirds (Aves, Charadriiformes)","Shorebirds (Charadriiformes) are a globally distributed clade of modern birds and, due to their ecological and morphological disparity, a frequent subject of comparative studies. While molecular phylogenies have been key to establishing the suprafamilial backbone of the charadriiform tree, a number of relationships at both deep and shallow taxonomic levels remain poorly resolved. The timescale of shorebird evolution also remains uncertain as a result of extensive disagreements among the published divergence dating studies, stemming largely from different choices of fossil calibrations. Here, we present the most comprehensive non-supertree phylogeny of shorebirds to date, based on a total-evidence dataset comprising 353 ingroup taxa (90\% of all extant or recently extinct species), 27 loci (15 mitochondrial and 12 nuclear), and 69 morphological characters. We further clarify the timeline of charadriiform evolution by time-scaling this phylogeny using a set of 14 up-to-date and thor-oughly vetted fossil calibrations. In addition, we assemble a taxonomically restricted 100-locus dataset specif-ically designed to resolve outstanding problems in higher-level charadriiform phylogeny. In terms of tree topology, our results are largely congruent with previous studies but indicate that some of the conflicts among earlier analyses reflect a genuine signal of pervasive gene tree discordance. Monophyly of the plovers (Chara-driidae), the position of the ibisbill (Ibidorhyncha), and the relationships among the five subfamilies of the gulls (Laridae) could not be resolved even with greatly increased locus and taxon sampling. Moreover, several localized regions of uncertainty persist in shallower parts of the tree, including the interrelationships of the true auks (Alcinae) and anarhynchine plovers. Our node-dating and macroevolutionary rate analyses find support for a Paleocene origin of crown-group shorebirds, as well as exceptionally rapid recent radiations of Old World oystercatchers (Haematopodidae) and select genera of gulls. Our study underscores the challenges involved in estimating a comprehensively sampled and carefully calibrated time tree for a diverse avian clade, and highlights areas in need of further research.",Phylogeny; Birds; Charadriiformes; Fossil calibrations; Macroevolution,2022,177,NA,10.1016/j.ympev.2022.107620,1055-7903,15,112,314,2250,5,NA,200,6,No,225,175,yes,no,yes
MOLECULAR PHYLOGENETICS AND EVOLUTION,Evolutionary history of metazoan TMEM16 family,"Most of Transmembrane protein 16 (TMEM16) family members function as either a Ca2+-activated Cl- channel (CaCC) or phospholipid scramblase (CaPLSase) and play diverse physiological roles. It is well conserved in eu-karyotes; however, the origin and evolution of different subfamilies in Metazoa are not yet understood. To uncover the evolutionary history of the TMEM16 family, we analyzed 398 proteins from 74 invertebrate species using evolutionary genomics. We found that the TMEM16C-F and J subfamilies are vertebrate-specific, but the TMEM16A/B, G, H, and K subfamilies are ancient and present in many, but not all metazoan species. The most ancient subfamilies in Metazoa, TMEM16L and M, are only maintained in limited species. TMEM16N and O are Cnidaria-and Ecdysozoa-specific subfamilies, respectively, and Ctenophora, Xenacoelomorpha, and Rotifera contain species-specific proteins. We also identified TMEM16 genes that are closely linked together in the genome, suggesting that they have been generated via recent gene duplication. The anoctamin domain structures of invertebrate-specific TMEM16 proteins predicted by AlphaFold2 contain conserved Ca2+-binding motifs and permeation pathways with either narrow or wide inner gates. The inner gate distance of TMEM16 protein may have frequently switched during metazoan evolution, and thus determined the function of the protein as either CaCC or CaPLSase. These results demonstrate that TMEM16 family has evolved by gene gain and loss in metazoans, and the genes have been generally under purifying selection to maintain protein structures and physiological functions.",TMEM16 family; Evolution; Gene gain and loss; Structure-function relationship; Selective force,2022,177,NA,10.1016/j.ympev.2022.107595,1055-7903,6,46,231,1626,5,NA,200,6,No,225,175,yes,no,yes
MOLECULAR PHYLOGENETICS AND EVOLUTION,"Insights into the phylogeny of the family Deviatidae (Protozoa, Ciliophora, Hypotrichia) based on multi-gene, morphological and ontogenetic information, with the establishment of a new species Deviata multilineae n. sp.","Hitherto, the phylogeny of ciliated protists, an important group of model organisms in many fields, has been mainly based on a single marker gene (SSU rDNA, nuclear small subunit ribosomal RNA gene). However, there is increasing evidence showing this is insufficient to provide robust phylogenies and has resulted in confusing systematics in many ciliates groups. Among these, the phylogenies within family Deviatidae (Spirotrichea, Hypotrichia) are ambiguous due to the dependence on SSU rDNA and undersampling. Here, we provide eight new sequences and conduct phylogenetic analyses based on both multi-gene and single-gene to clarify evolu-tionary relationships among all deviatids for which gene sequence are available. The results reveal that: (1) the monophyly of Deviatidae is well-supported by both single-gene and concatenated data; (2) the presence of fine cirri and relatively wide spacing of these cirri within all rows are plesiomorphies of Deviatidae; (3) Pseudosincirra longicirrata is closely related to Deviata rositae, which is supported by their shared possession of dorsomarginal kineties; (4) phylogenetic analyses and approximately unbiased test based on multi-gene support a close rela-tionship among taxa lacking dorsomarginal kineties (D. parabacilliformis, D. multilineae nov. spec., D. abbrevescens, D. brasiliensis and Perisincirra paucicirrata); (5) Deviatidae shows a close relationship with Dor-somarginalia and Strongylidium-Hemiamphisiella-Pseudouroleptus assemblage, suggesting the presence/absence of dorsomarginal kineties is phylogenetically informative in this family and presence of them may be a plesio-morphy. Based on the morphological, morphogenetic and phylogenetic data, the evolutionary relationships within Deviatidae are hypothesized, and a new ciliate, Deviata multilineae nov. spec., collected from China, is investigated.",Ciliates; Deviata multilineae; Deviatidae; Morphogenesis; Systematics,2022,177,NA,10.1016/j.ympev.2022.107623,1055-7903,29,219,251,1871,5,NA,200,6,No,225,175,yes,no,yes
MOLECULAR PHYLOGENETICS AND EVOLUTION,"Multi-locus phylogeny and species delimitations of the striped-back shrew group (Eulipotyphla: Soricidae): Implications for cryptic diversity, taxonomy and multiple speciation patterns","The striped-back shrew group demonstrates remarkable variation in skull and body size, tail length, and brightness of the dorsal stripe; and karyotypic and DNA variation has been reported in recent years. In this study, we investigated the phylogenetic structure of the group, as well as speciation patterns and demographic history in Mountains of Southwestern China and adjacent mountains, including the southern Himalayas, Mts. Bashan, Wushan, and Qinling. We sequenced a total of 462 specimens from 126 localities in the known range of the group, which were sequenced and analyzed based on 6.2 kb of sequence data from two mitochondrial, six nu-clear, and two Y chromosome markers. Phylogenetic analyses of the concatenated mtDNA data revealed 14 sympatric and independently evolving lineages within the striped-back shrew group, including Sorex bedfordiae, S. cylindricauda, S. excelsus, S. sinalis and several cryptic species. All concatenated data (ten genes) showed a consistent genetic structure compared to the mtDNA lineages for the group, whereas the nuclear and the Y chromosome data showed a discordant genetic structure compared to the mtDNA lineages for the striped-back shrew group. Species delimitation analyses and deep genetic distance clearly support the species status of the 14 evolving lineages. The divergence time estimation suggested that the striped-back shrew group began to diversify from the middle Pleistocene (2.34 Ma), then flourished at approximately 2.14 Ma, followed by a series of rapid diversifications through the Pleistocene. Our results also revealed multiple mechanisms of speciation in the Mountains of Southwestern China and Adjacent Mountains with complex landscapes and climate. The uplifting of the Qinghai-Tibetan Plateau, Quaternary climate oscillations, riverine barriers, ecological elevation gradients, topographical diversity, and their own low dispersal capacity may have driven the speciation, genetic structure, and phylogeographic patterns of the striped-back shrew group.",Soricinae; Sorex; Species delimitation; Speciation; Southwestern China,2022,177,NA,10.1016/j.ympev.2022.107619,1055-7903,21,184,290,2029,5,NA,200,6,No,225,175,yes,no,yes
MOLECULAR PHYLOGENETICS AND EVOLUTION,"One-way ticket to the blue: A large-scale, dated phylogeny revealed asymmetric land-to-water transitions in acariform mites (Acari: Acariformes)","Acariform mites are an ancient and megadiverse lineage that may have experienced a complex pattern of in-vasions into terrestrial and aquatic habitats. These among-realm transitions may relate to periods of turmoil in Earth's history or be simply results of uneven biodiversity patterns across habitats. Here, we inferred a dated, representative acariform phylogeny (five genes, 9,200 bp aligned, 367 terminals belonging to 150 ingroup plus 15 outgroup families, 23 fossil calibration points) which was used to infer transitions between marine/fresh-water/terrestrial habitats. We detected four unambiguous transitions from terrestrial to freshwater habitats (Hydrozetes, Naiadacarus, Fusohericia, Afronothrus, Homocaligus); one from freshwater to marine (Pontar-achnidae), and four from marine to brackish or freshwater transitions (all among Halacaridae: Acarothrix; Halacarellus petiti; Copidognathus sp.; clade Limnohalacarus + Soldanellonyx + Porohalacarus + Porolohmannella). One transition to the sea was inferred ambiguously with respect to the ancestor being either terrestrial or freshwater (Hyadesiidae), and another must be most carefully examined by adding potential related taxa (Selenoribatidae + Fortuyniidae). Finally, we inferred a single, remarkable transition from aquatic to terrestrial habitats involving early evolution of the large and ecologically diverse lineage: the ancestor of the Halacaridae + Parasitengona clade was probably freshwater given our dataset, thus making terrestrial Parasitengona second-arily terrestrial. Overall, our results suggested a strong asymmetry in environmental transitions: the majority occurred from terrestrial to aquatic habitats. This asymmetry is probably linked to mites' biological properties and uneven biodiversity patterns across habitats rather than Earth's geological history. Since the land holds more acariform diversity than water habitats, a shift from the former is more likely than from the latter. We inferred the following relationships: alicid endeostigmatid + eriophyoid (Alycidae, (Nanorchestidae, (Nematalycidae, Eriophyoidea))) being sister group to the remaining Acariformes: (proteonematalycid Endeostigmata, alico-rhagiid Endeostigmata, Trombidiformes, Oribatida (including Astigmata)). Trombidiform relationships had several novel rearrangements: (i) traditional Eupodina lacked support for the inclusion of Bdelloidea; (ii) Ten-eriffidae, traditionally placed among Anystina, was consistently recovered in a clade including Heterostigmata in Eleutherengona; (iii) several lineages, such as Adamystidae, Paratydeidae, Caeculidae and Erythracaridae, were recovered in a large clade along other Anystina and Eleutherengona, suggesting single origins of several fundamental character states, such as the reduction of the cheliceral fixed digit and development of the palpal thumb-claw complex.",Secondarily marine taxa; Marine -freshwater transitions; Divergence time estimation; Halacaridae; Parasitengona,2022,177,NA,10.1016/j.ympev.2022.107626,1055-7903,18,144,367,2876,5,NA,200,6,No,225,175,yes,no,yes
MOLECULAR PHYLOGENETICS AND EVOLUTION,Phylogenomics and body shape morphometrics reveal recent diversification in the goatfishes (Syngnatharia: Mullidae),"Clades of marine fishes exhibit many patterns of diversification, ranging from relatively constant throughout time to rapid changes in the rates of speciation and extinction. The goatfishes (Syngnatharia: Mullidae) are a family of marine, reef associated fishes with a relatively recent origin, distributed globally in tropical and temperate waters. Despite their abundance and economic importance, the goatfishes remain one of the few coral reef families for which the species level relationships have not been examined using genomic techniques. Here we use phylogenomic analysis of ultra-conserved elements (UCE) and exon data to resolve a well-supported, time-calibrated phylogeny for 72 species of goatfishes, supporting a recent crown age of the goatfishes at 21.9 million years ago. We used this framework to test hypotheses about the associations among body shape mor-phometrics, taxonomy, and phylogeny, as well as to explore relative diversification rates across the phylogeny. Body shape was strongly associated with generic-level taxonomy of goatfishes, with morphometric analyses showing evidence for high phylogenetic signal across all morphotypes. Rates of diversification in this clade reveal a recent sharp increase in lineage accumulation, with 92\% of the goatfish species sampled across all clades and major body plans having originated in just the past 5 million years. We suggest that habitat diversity in the early Pliocene oceans and the generalist ecology of goatfishes are key factors in the unusual evolutionary tempo of the family Mullidae.",UCE; Exon capture; Evolution; Morphology; Phylogeny; Coral reefs,2022,177,NA,10.1016/j.ympev.2022.107616,1055-7903,13,115,229,1567,6,NA,200,6,No,225,175,yes,no,yes
MOLECULAR PHYLOGENETICS AND EVOLUTION,Phylogenomics reveals extensive introgression and a case of mito-nuclear discordance in the killifish genus Kryptolebias,"Introgression is a widespread evolutionary process leading to phylogenetic inconsistencies among distinct parts of the genomes, particularly between mitochondrial and nuclear-based phylogenetic reconstructions (e.g., mito-nuclear discordances). Here, we used mtDNA and genome-wide nuclear sites to provide the first phylogenomic-based hypothesis on the evolutionary relationships within the killifish genus Kryptolebias. In addition, we tested for evidence of past introgression in the genus given the multiple reports of undergoing hybridization between its members. Our mtDNA phylogeny generally agreed with the relationships previously proposed for the genus. However, our reconstruction based on nuclear DNA revealed an unknown lineage -Kryptolebias sp. `ESP' - as the sister group of the self-fertilizing mangrove killifishes, K. marmoratus and K. hermaphroditus. All individuals sequenced of Kryptolebias sp. `ESP' had the same mtDNA haplotype commonly observed in K. hermaphroditus, demonstrating a clear case of mito-nuclear discordance. Our analysis further confirmed extensive history of introgression between Kryptolebias sp. `ESP' and K. hermaphroditus. Population genomics analyses indicate no current gene flow between the two lineages, despite their current sympatry and history of introgression. We also confirmed introgression between other species pairs in the genus that have been recently reported to form hybrid zones. Overall, our study provides a phylogenomic reconstruction covering most of the Kryptolebias species, reveals a new lineage hidden in a case of mito-nuclear discordance, and provides evidence of multiple events of ancestral introgression in the genus. These findings underscore the importance of investigating different genomic information in a phylogenetic framework, particularly in taxa where introgression is common as in the sexually diverse mangrove killifishes.",Hermaphroditism; Mating systems; Mangrove; Mangrove rivulus; Self-fertilization; Rivulidae,2022,177,NA,10.1016/j.ympev.2022.107617,1055-7903,15,120,256,1907,6,NA,200,6,No,225,175,yes,no,yes
MOVEMENT ECOLOGY,Central-place foraging poses variable constraints year-round in a neotropical migrant,"Background ``Central-place foragers{''} are constrained in their habitat selection and foraging range by the frequency with which they need to return to a central place. For example, chick-rearing songbirds that must feed their offspring hourly might be expected to have smaller foraging ranges compared to non-breeding songbirds that return nightly to a roost. Methods We used GPS units to compare the foraging behaviour of an aerial insectivorous bird, the purple martin (Progne subis), during the breeding season in three regions across North America, as well as the non-breeding season in South America. Specifically, we tested foraging range size and habitat selection. Results Foraging range did not vary among regions during breeding (14.0 +/- 39.2 km(2)) and was larger during the nonbreeding period (8840 +/- 8150 km(2)). Purple martins strongly preferred aquatic habitats to other available habitats year-round and in the Amazon commuted from night roosts in low productivity sediment-poor water, where risk of predation was probably low, to daytime foraging sites in productive sediment-rich water sites. Conclusions We provide the first estimates for foraging range size in purple martins and demonstrate foraging preference for aquatic habitats throughout two stages of the annual cycle. Understanding foraging constraints and habitat of aerial insectivores may help plan conservation actions throughout their annual cycle. Future research should quantify foraging behaviour during the post-breeding period and during migration.",Aerial insectivore; Biologging; Foraging; Habitat selection; Home range; Songbird,2022,10,1,10.1186/s40462-022-00337-2,2051-3933,10,85,223,1541,6,NA,350,10,Yes,375,325,no,yes,yes
MOVEMENT ECOLOGY,Personality drives activity and space use in a mammalian herbivore,"Background Animal personality has emerged as a key concept in behavioral ecology. While many studies have demonstrated the influence of personality traits on behavioral patterns, its quantification, especially in wild animal populations, remains a challenge. Only a few studies have established a link between personality and recurring movements within home ranges, although these small-scale movements are of key importance for identifying ecological interactions and forming individual niches. In this regard, differences in space use among individuals might reflect different exploration styles between behavioral types along the shy-bold continuum. Methods We assessed among-individual differences in behavior in the European hare (Lepus europaeus), a characteristic mammalian herbivore in agricultural landscapes using a standardized box emergence test for captive and wild hares. We determined an individuals' degree of boldness by measuring the latencies of behavioral responses in repeated emergence tests in captivity. During capture events of wild hares, we conducted a single emergence test and recorded behavioral responses proven to be stable over time in captive hares. Applying repeated novel environment tests in a near-natural enclosure, we further quantified aspects of exploration and activity in captive hares. Finally, we investigated whether and how this among-individual behavioral variation is related to general activity and space use in a wild hare population. Wild and captive hares were treated similarly and GPS-collared with internal accelerometers prior to release to the wild or the outdoor enclosure, respectively. General activity was quantified as overall dynamic body acceleration (ODBA) obtained from accelerometers. Finally, we tested whether boldness explained variation in (i) ODBA in both settings and (ii) variation in home ranges and core areas across different time scales of GPS-collared hares in a wild population. Results We found three behavioral responses to be consistent over time in captive hares. ODBA was positively related to boldness (i.e., short latencies to make first contact with the new environment) in both captive and wild hares. Space use in wild hares also varied with boldness, with shy individuals having smaller core areas and larger home ranges than bold conspecifics (yet in some of the parameter space, this association was just marginally significant). Conclusions Against our prediction, shy individuals occupied relatively large home ranges but with small core areas. We suggest that this space use pattern is due to them avoiding risky, and energy-demanding competition for valuable resources. Carefully validated, activity measurements (ODBA) from accelerometers provide a valuable tool to quantify aspects of animal personality along the shy-bold continuum remotely. Without directly observing-and possibly disturbing-focal individuals, this approach allows measuring variability in animal personality, especially in species that are difficult to assess with experiments. Considering that accelerometers are often already built into GPS units, we recommend activating them at least during the initial days of tracking to estimate individual variation in general activity and, if possible, match them with a simple novelty experiment. Furthermore, information on individual behavioral types will help to facilitate mechanistic understanding of processes that drive spatial and ecological dynamics in heterogeneous landscapes.",Animal personality; Movement ecology; Inter-individual differences; ODBA; Energy expenditure; European hare,2022,10,1,10.1186/s40462-022-00333-6,2051-3933,10,66,492,3501,6,NA,350,10,Yes,375,325,yes,no,yes
MOVEMENT ECOLOGY,Drivers of polar bear behavior and the possible effects of prey availability on foraging strategy,"Background Change in behavior is one of the earliest responses to variation in habitat suitability. It is therefore important to understand the conditions that promote different behaviors, particularly in areas undergoing environmental change. Animal movement is tightly linked to behavior and remote tracking can be used to study ethology when direct observation is not possible. Methods We used movement data from 14 polar bears (Ursus maritimus) in Hudson Bay, Canada, during the foraging season (January-June), when bears inhabit the sea ice. We developed an error-tolerant method to correct for sea ice drift in tracking data. Next, we used hidden Markov models with movement and orientation relative to wind to study three behaviors (stationary, area-restricted search, and olfactory search) and examine effects of 11 covariates on behavior. Results Polar bears spent approximately 47\% of their time in the stationary drift state, 29\% in olfactory search, and 24\% in area-restricted search. High energy behaviors occurred later in the day (around 20:00) compared to other populations. Second, olfactory search increased as the season progressed, which may reflect a shift in foraging strategy from still-hunting to active search linked to a shift in seal availability (i.e., increase in haul-outs from winter to the spring pupping and molting seasons). Last, we found spatial patterns of distribution linked to season, ice concentration, and bear age that may be tied to habitat quality and competitive exclusion. Conclusions Our observations were generally consistent with predictions of the marginal value theorem, and differences between our findings and other populations could be explained by regional or temporal variation in resource availability. Our novel movement analyses and finding can help identify periods, regions, and conditions of critical habitat.",Polar bear; Behavior; Foraging strategy; Optimal foraging; Telemetry; Hidden Markov Model,2022,10,1,10.1186/s40462-022-00351-4,2051-3933,15,97,277,1875,6,NA,350,10,Yes,375,325,no,yes,yes
MOVEMENT ECOLOGY,Seasonal and inter-annual variation in exposure to peregrines (Falco peregrinus) for southbound western sandpipers (Calidris mauri),"Background The western sandpiper (Calidris mauri) is an early southbound migrant species in North America. The `peregrine avoidance' hypothesis proposes that this timing evolved to reduce exposure to their main predator, the peregrine (Falco peregrinus), along the Pacific flyway. Methods I evaluate this hypothesis based on 16 years of near-daily (June - October) measures of peregrine presence made on the Fraser River estuary, a major stopover in the Pacific northwest. Results Exposure to peregrines is lowest for the earliest southbound western sandpipers, and rises steeply as peregrines en route from northern breeding areas begin to arrive in late July or August. Peregrine arrival timing varies greatly between years, shifting in step with the onset of spring along coastal Alaska. Peregrine presence on the Fraser estuary on any date is higher in years with earlier spring onset. On the median adult sandpiper passage date (day-of-year 198) this increases 17-fold over the inter-annual range between the earliest and latest peregrine arrival dates. Conclusion The pattern of strong and predictable changes in the seasonal pattern of danger quantified here provides a further test of the hypothesis that danger affects migratory timing. Western sandpipers appear to anticipate the exposure level of southward migration, perhaps because they are able to observe spring onset on their Alaskan breeding grounds. They adjust the duration of parental care and length of the breeding season to keep the date of migratory departure from the Arctic relatively invariant in spite of large interannual variation in spring onset. While underway they also adjust aspects of migratory behavior. These observations support the `peregrine avoidance' hypothesis, and suggest that western sandpipers are able to counter, at least partially, the higher migratory danger of early spring years.",Predation danger; Long-distance migration; Anti-predator behavior,2022,10,1,10.1186/s40462-022-00343-4,2051-3933,16,131,283,1883,3,NA,350,10,Yes,375,325,no,yes,yes
MOVEMENT ECOLOGY,Movement and habitat selection of a large carnivore in response to human infrastructure differs by life stage,"Background The movement extent of mammals is influenced by human-modified areas, which can affect population demographics. Understanding how human infrastructure influences movement at different life stages is important for wildlife management. This is true especially for large carnivores, due to their substantial space requirements and potential for conflict with humans. Methods We investigated human impact on movement and habitat selection by GPS-collared male brown bears (Ursus arctos) in two life stages (residents and dispersers) in central Sweden. We identified dispersers visually based on their GPS locations and used hidden Markov models to delineate dispersal events. We used integrated step selection analysis (iSSA) to infer movement and habitat selection at a local scale (availability defined by hourly relocations), and resource selection functions (RSFs) to infer habitat selection at a landscape scale (availability defined by the study area extent). Results Movement of residents on a local scale was facilitated by small forestry roads as they moved faster and selected areas closer to forestry roads, and they avoided areas closer to larger public roads and buildings on both scales. Dispersers were more ambivalent in their response to human infrastructure. Dispersers increased their speed closer to small forestry roads and larger public roads, did not exhibit selection for or against any road class, and avoided areas closer to buildings only at local scale. Dispersers did not select for any features on the landscape, which is likely explained by the novelty of the landscape or their naivety towards it. Conclusion Our results show that movement in male brown bears is life stage-dependent and indicate that connectivity maps derived from movement data of dispersing animals may provide more numerous and more realistic pathways than those derived from resident animal data alone. This suggests that data from dispersing animals provide more realistic models for reconnecting populations and maintaining connectivity than if data were derived from resident animals alone.",Human disturbance; Human-modified; Roads; Settlements; Life stage; Home range; Dispersal; Brown bear; Connectivity,2022,10,1,10.1186/s40462-022-00349-y,2051-3933,17,109,311,2104,9,NA,350,10,Yes,375,325,no,yes,yes
MOVEMENT ECOLOGY,Behavioural flexibility in an Arctic seabird using two distinct marine habitats to survive the energetic constraints of winter,"Background Homeothermic marine animals in Polar Regions face an energetic bottleneck in winter. The challenges of short days and cold temperatures are exacerbated for flying seabirds with small body size and limited fat stores. We use biologging approaches to examine how habitat, weather, and moon illumination influence behaviour and energetics of a marine bird species, thick-billed murres (Uria lomvia). Methods We used temperature-depth-light recorders to examine strategies murres use to survive winter in the Northwest Atlantic, where contrasting currents create two distinct marine habitats: cold (-0.1 +/- 1.2 degrees C), shallower water along the Labrador Shelf and warmer (3.1 +/- 0.3 degrees C), deep water in the Labrador Basin. Results In the cold shelf water, murres used a high-energy strategy, with more flying and less diving each day, resulting in high daily energy expenditure and also high apparent energy intake; this strategy was most evident in early winter when day lengths were shortest. By contrast, murres in warmer basin water employed a low-energy strategy, with less time flying and more time diving under low light conditions (nautical twilight and night). In warmer basin water, murres increased diving at night when the moon was more illuminated, likely taking advantage of diel vertically migrating prey. In warmer basin water, murres dove more at night and foraging efficiency increased under negative North Atlantic Oscillation (calmer ocean conditions). Conclusions The proximity of two distinct marine habitats in this region allows individuals from a single species to use dual (low-energy/high-energy) strategies to overcome winter energy bottlenecks.",Non-breeding; Nocturnal foraging; Uria lomvia; Labrador Sea; Daily activity rate; Biologging,2022,10,1,10.1186/s40462-022-00344-3,2051-3933,18,126,251,1692,6,NA,350,10,Yes,375,325,no,yes,yes
MOVEMENT ECOLOGY,Linking migration and microbiota at a major stopover site in a long-distance avian migrant,"Migration is one of the most physical and energetically demanding periods in an individual bird's life. The composition of the bird's gut or cloacal microbiota can temporarily change during migration, likely due to differences in diets, habitats and other environmental conditions experienced en route. However, how physiological condition, migratory patterns, and other drivers interact to affect microbiota composition of migratory birds is still unclear. We sampled the cloacal bacterial microbiota of a long-distance migrant, the steppe buzzard (Buteo buteo vulpinus), at an important spring stopover bottleneck in Eilat, Israel, after crossing the ca. 1800 km Sahara Desert. We examined whether diversity and composition of the cloacal microbiota varied with body condition, sex, movement patterns (i.e., arrival time and migration distance), and survival. Early arrival to Eilat was associated with better body condition, longer post-Eilat spring migration distance, higher microbial alpha-diversity, and differences in microbiota composition. Specifically, early arrivals had higher abundance of the phylum Synergistota and five genera, including Jonquetella and Peptococcus, whereas the phylum Proteobacteria and genus Escherichia-Shigella (as well as three other genera) were more abundant in later arrivals. While the differences in alpha-diversity and Escherichia-Shigella seem to be mainly driven by body condition, other compositional differences associated with arrival date could be indicators of longer migratory journeys (e.g., pre-fueling at wintering grounds or stopover habitats along the way) or migratory performance. No significant differences were found between the microbiota of surviving and non-surviving individuals. Overall, our results indicate that variation in steppe buzzard microbiota is linked to variation in migratory patterns (i.e., capture/arrival date) and body condition, highlighting the importance of sampling the microbiota of GPS-tracked individuals on multiple occasions along their migration routes to gain a more detailed understanding of the links between migration, microbiota, and health in birds.",Cloacal microbiota; Long-distance migration; Steppe buzzard; Stopover bottleneck; GPS-tracking,2022,10,1,10.1186/s40462-022-00347-0,2051-3933,14,90,293,2148,5,NA,350,10,Yes,375,325,no,yes,yes
MOVEMENT ECOLOGY,A framework for integrating inferred movement behavior into disease risk models,"Movement behavior is an important contributor to habitat selection and its incorporation in disease risk models has been somewhat neglected. The habitat preferences of host individuals affect their probability of exposure to pathogens. If preference behavior can be incorporated in ecological niche models (ENMs) when data on pathogen distributions are available, then variation in such behavior may dramatically impact exposure risk. Here we use data from the anthrax endemic system of Etosha National Park, Namibia, to demonstrate how integrating inferred movement behavior alters the construction of disease risk maps. We used a Maximum Entropy (MaxEnt) model that associated soil, bioclimatic, and vegetation variables with the best available pathogen presence data collected at anthrax carcass sites to map areas of most likely Bacillus anthracis (the causative bacterium of anthrax) persistence. We then used a hidden Markov model (HMM) to distinguish foraging and non-foraging behavioral states along the movement tracks of nine zebra (Equus quagga) during the 2009 and 2010 anthrax seasons. The resulting tracks, decomposed on the basis of the inferred behavioral state, formed the basis of step-selection functions (SSFs) that used the MaxEnt output as a potential predictor variable. Our analyses revealed different risks of exposure during different zebra behavioral states, which were obscured when the full movement tracks were analyzed without consideration of the underlying behavioral states of individuals. Pathogen (or vector) distribution models may be misleading with regard to the actual risk faced by host animal populations when specific behavioral states are not explicitly accounted for in selection analyses. To more accurately evaluate exposure risk, especially in the case of environmentally transmitted pathogens, selection functions could be built for each identified behavioral state and then used to assess the comparative exposure risk across relevant states. The scale of data collection and analysis, however, introduces complexities and limitations for consideration when interpreting results.",Resource selection; Step selection function (SSF ); Ecological niche models (ENM ); Animal movement; Animal behavior; Disease transmission; Epizootic; Anthrax,2022,10,1,10.1186/s40462-022-00331-8,2051-3933,11,79,304,2129,8,NA,350,10,Yes,375,325,no,yes,yes
